data1, data2, data3, TIME, Created by Kevin Sheridan's Quadcopter GUI
Zaccel, Zsonar, Pitch, 12:46:25
Zaccel, Zsonar, Pitch, 12:46:31
Zaccel, Zsonar, Pitch, 12:46:31
Zaccel, Zsonar, Pitch, 12:46:31
Zaccel, Zsonar, Pitch, 12:46:31
Zaccel, Zsonar, Pitch, 12:46:31
Zaccel, Zsonar, Pitch, 12:46:31
Zaccel, Zsonar, Pitch, 12:46:31
Zaccel, Zsonar, Pitch, 12:46:31
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:32
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:33
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:34
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:35
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:36
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:37
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:38
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:39
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:40
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:41
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:42
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:43
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
Zaccel, Zsonar, Pitch, 12:46:44
